gene 2h 6h 16h 24h 48h 72h
I_960198 100.331199465 156.73892485 133.59647739 169.360993902 173.556004764 158.16860745
I_1152224 104.06531788 50.5559278524 49.4583686387 79.1991788282 66.371363286 51.1297389048
N6AMT1 96.1120593523 129.685839575 83.9227158325 73.7789914085 94.553793998 86.6455626419
I_936382 121.995021417 64.7923087719 69.969201423 99.9734460772 100.410290307 82.0569295034
FLJ14054 72.4110403655 62.9684906681 59.2772898733 100.992092153 97.9476918696 73.4902691302
I_932044 83.6887281173 126.952162146 93.6329103867 115.568400721 101.71264173 85.7474254853
FLJ10134 36.8610378038 36.8595289721 30.7509882829 40.9805090391 32.0574823212 22.0866199762
TRADD 88.0883019909 86.6687334024 107.653228029 147.479563034 111.454471578 101.888362574
FLJ21347 124.231457885 117.218076044 142.045682671 146.612397247 140.922476367 188.433657085
SNX4 49.7884572597 58.2555368431 63.1902530802 124.104648286 109.914101679 86.4806168683
I_957508 81.4334260795 63.1898602379 51.0888101107 104.289893624 91.6856205113 61.9908815376
RHEB2 57.892737774 78.6991586777 39.7082227593 63.5829218579 61.802860163 47.0150887044
DDX28 95.3685146017 207.06411964 183.589688932 142.446232802 153.689919397 119.650089331
FAIM 100.313347435 105.541938791 108.454025149 156.655619008 118.149554792 117.95752876
DSTN 105.404098473 124.855257358 94.7609798788 69.0123660058 79.6544968664 68.1776045614
IHPK2 101.340251193 142.168348123 139.837257793 184.927950632 148.433361004 132.353373266
HNRPC 85.1174158709 85.8555872443 57.5211604274 88.8652344271 85.8628098089 72.4467039379
CSRP1 142.660870316 118.406246493 109.289043313 80.9317424528 115.778095808 146.158209241
GSN 94.0058931454 88.4328813989 96.0259743776 87.9007962376 108.164930212 120.47626204
SLC31A2 74.8040953717 87.9297624318 112.805706409 119.109284927 160.657693771 117.142512812
ELAC1 76.9841129668 155.004246592 127.116466653 147.608113146 112.030559671 108.197487191
FLJ11785 75.8824536507 101.653770921 59.7446491357 137.827236214 132.23043198 105.575877995
I_931239 44.9752247489 66.1395568367 46.7992882575 77.4732234688 39.7182370956 21.9695238289
I_930427 48.5769665168 76.6208584112 102.21688154 139.649425929 112.153377978 100.181500202
PDE4B 67.747558388 131.119862713 109.14202284 157.805277459 166.411266938 193.793429164
UBE2A 68.2687050219 136.284414045 108.233648882 145.866184952 113.744756871 82.0385949191
I_963306 81.3663861721 121.940075808 71.4879157103 91.1527147505 70.8089380007 46.6470584782
I_959426 76.7410309737 60.0236061862 71.8027140896 119.004408423 77.4165305345 81.9760303522
SYN47 78.1493449133 36.5902675274 36.4054897623 72.9037320373 68.9438526365 48.3964575403
CAPZA1 50.8301500597 74.7511637533 30.7128329356 70.3194620064 82.9781650832 51.1548138426
MESDC1 189.390027445 238.034308189 137.330362732 103.723724186 124.452633326 82.65763454
PP5395 164.279474099 183.158989538 307.917012952 247.937248509 291.421348899 317.867266604
PARD6G 191.647270504 121.73018497 166.587687151 108.948847939 140.559712151 163.77922634
I_1000087 56.2644928928 99.7835995812 73.5174881779 130.442977624 102.332988968 97.7598324741
I_1002383 82.5831996329 81.1436554355 48.7503811978 33.0256741389 51.602594568 30.605145585
ST3GALVI 74.5013619678 82.5134339108 82.2376540937 145.657131923 114.329369193 100.464144319
SHARP 77.8472192827 75.9086241025 86.4687226193 119.924387071 114.162319004 87.6048009985
ARHGAP11A 70.6627569963 41.9410114204 38.0124136208 43.0167368047 34.4429445484 23.8454014072
RAN 107.648101491 154.370525165 90.6799310994 71.2221862629 57.2486639268 51.2598441006
RARS 99.3995191631 94.3522191953 76.7011478894 124.74278691 121.926051133 110.796579857
AD24 72.7338904736 50.3547364844 54.4671607568 99.8152571448 99.2175192582 71.9824658222
I_1000087 60.9435967428 107.850514958 74.8924552293 126.818954115 98.0537387523 93.2495009159
I_964898 118.614921565 132.904896357 162.811594651 169.811513582 159.923889796 121.266011096
PPP2R3A 65.6478529569 28.7721925858 35.8108445706 50.9672560026 61.951914381 45.7115018014
FLJ20637 97.3992042721 97.3742297284 97.9292637995 191.233296448 147.303427824 144.495379531
ITPR3 132.52227524 96.0091193035 83.4829460428 64.8503608379 94.2430234024 157.103444486
PTEN 78.603040686 53.0149348496 51.9798024518 90.4040131339 74.3162123324 78.2639663642
SNX9 68.1518091374 38.1873954442 28.7559908922 69.9836550707 60.5903165937 42.996080333
CNP 142.544865698 174.59137584 191.840524865 184.302691781 174.750476928 159.120005483
MAN2A1 100.884915701 79.0841696974 52.1449700888 53.0208635257 51.6993352643 43.129295305
PPP2R1B 93.0273901461 75.8821812477 98.9924109301 126.24120208 113.595857733 112.997138829
FLJ10970 96.7811722568 193.789494756 103.668336071 168.085757954 104.810615188 101.934825575
I_1109367 74.7091304274 137.556156238 121.150096841 144.757117379 167.952154888 126.138930052
DUSP12 61.7483836607 129.669239318 87.435614996 98.3701260354 81.1820328159 52.2816102759
SLC25A14 94.2455699734 130.176591519 92.4766290554 132.909819114 97.2223219246 83.5173266051
LOC94105 129.631119231 82.7817911719 109.772376709 102.143069201 113.609525065 132.558626561
DKFZP564D0372 128.787121898 105.021694463 126.356879767 162.860014739 182.224483345 213.282956038
I_1000420 96.7714636007 179.979315334 121.585688305 96.1799387781 96.9278963089 76.9138191802
RAD50 94.7846839415 57.6359863162 42.5721370817 83.8509433049 118.70732276 97.2780021632
NSBP1 77.0914097737 134.251828524 117.591760991 162.335114708 104.915507166 90.3537120228
ESRRBL1 76.2518871909 109.579806865 55.6546612148 85.2781326138 75.3221668622 61.2604362985
FLJ11159 83.6791307958 205.82552058 139.86255562 151.987157813 113.04732261 113.468337162
MGC14327 97.2638113632 148.808175388 172.014057134 153.590682568 111.304623403 105.678689775
C22orf5 129.801337388 75.3278664069 56.6695856472 90.0017144605 103.067931988 80.7470207453
CDA11 85.7292876035 117.260664872 71.0674381571 79.4015206296 69.3441118172 63.4389077948
LIG4 72.0939054663 193.897798326 137.695188874 137.320840334 105.75652581 100.556198555
HEXB 59.8586403731 121.154447404 102.896315337 108.754448706 74.1344747979 74.6974759057
RAD50 90.959108979 56.2203953458 45.9584114091 85.0491443135 109.204566479 99.0743925632
I_939871 96.878821411 126.111335418 135.179609797 150.820650997 152.147785639 182.595960312
FLJ22329 138.65478972 103.365617438 102.411501799 78.5950699941 82.4953547666 83.8795283282
I_1000702 88.0475264133 111.047731454 106.259497909 125.742139599 81.6432450501 113.666003234
I_1100844 59.0828616439 108.728102203 166.802836133 67.3882485433 94.7267860001 161.310066254
RAD50 93.1795878968 64.7357387528 44.9272703596 84.6489883196 102.753861532 99.5139503528
PLK 116.397260524 62.5791783254 66.1052560248 58.734799083 30.5650051013 37.1973778419
POLA 103.534328128 90.6615937593 85.174259749 54.8468581995 69.9327756802 82.6943689536
ATOX1 107.448389056 144.290460016 156.914295022 130.287106439 127.262862999 171.980508428
I_1207754 53.1446061631 31.4328988787 35.9988702155 67.0054123119 67.7580240629 49.9793882503
KIAA0433 65.0974824744 73.5863696611 35.0145788699 81.5692196273 89.0310379248 56.8029546617
TKT 228.213248807 104.270929154 76.7495027716 74.2934471745 103.412919892 116.431050601
DKFZP586F1318 64.9857266472 120.254725925 78.7347559204 92.22371536 65.1677908781 63.0294061878
PEX14 110.232538403 23.835957032 43.6087350752 66.045216438 78.3482941577 63.4653771972
ICAP-1A 87.4719263478 114.846351728 68.8711329936 79.562147319 55.4362075631 55.3152265494
MGC5254 49.6199700655 42.1898425901 35.1492888084 75.8692006589 53.7930807465 21.9778764376
FLJ14011 68.5543903055 116.186785645 115.774123278 138.628895598 86.6953990292 91.0210285398
TIMP3 319.447928649 120.953555014 107.891602479 104.021695686 109.247018261 152.100461662
BLMH 102.419611944 58.2553889326 50.59176519 93.0164671406 78.1757027915 57.6148961393
ORC4L 72.6367119165 46.8949412888 42.9511652852 87.5039310784 73.1094269635 65.4152997466
UCN 107.691354764 188.593173659 157.17986088 134.47371771 102.980477946 96.5757083308
EXO1 82.9775006025 102.645845299 91.6293613494 96.3948719109 70.224099375 56.0503163582
LASS2 126.160362537 105.246971129 95.94973879 147.982516122 125.325579839 93.1973010612
DKFZp762K2015 65.1708249406 44.1096972947 63.3158959898 102.594274044 85.1736122784 65.8967303598
I_1109862 62.9445067214 108.824400762 55.8212488774 65.3329318495 59.7765223854 61.7348839925
NR0B1 100.272976779 211.99514069 158.627415623 98.0488762688 107.389021982 114.578899719
CCS 120.191370488 151.551713935 164.160177956 216.219949463 148.571445337 206.919039098
UQCRFS1 105.968762101 153.522049971 144.298028214 155.379529911 128.817494421 97.6750784327
MPST 124.478149724 77.3666491865 84.1251404226 104.230571178 117.126897396 131.531284776
SLC22A1L 172.082029521 142.708608598 197.869408159 168.37359382 226.088957567 264.080598622
CSRP2 70.593050003 83.4741176673 82.0778470604 129.207883641 95.0627444641 87.2281368581
FLJ14464 165.820681043 86.4569977429 135.443456949 98.8647549225 133.55277907 144.397214287
ARL1 66.4805845687 87.3952360448 39.5601624909 82.6354889434 65.9571309097 69.5071430401
I_1100012 126.971976903 138.01296215 189.709561834 147.363348407 118.361959838 156.600222996
ZTL1 95.396046239 97.1978983649 79.1792495017 152.708927094 123.706809386 96.1460156669
NPC2 94.1914438134 110.993098019 121.585225627 146.241096528 129.126629129 118.030634059
I_1152319 173.593397625 85.777626101 79.5401625731 90.2020755255 97.9339374752 104.302775823
FBXO30 48.7541405449 99.0433038255 80.4940500883 107.862208969 112.596555667 87.5059698349
WARS 149.253045821 135.12235072 212.482156071 189.976945095 195.901857772 223.27807201
SPATA2 90.3318264165 133.681418676 144.237179216 135.201832241 87.0335065966 89.8136349042
AF093680 120.131674735 231.71467321 155.082815037 141.186584232 106.573968727 97.5132349129
F-LAN-1 85.4192740998 112.381282141 95.2205057042 123.328922393 97.0227504181 70.1133150456
SEI1 439.427009766 464.629430805 292.146150792 225.311464196 214.293566765 183.291798363
HSA250303 81.8951385262 100.755860217 62.530602838 65.5549129952 103.437848958 88.095294954
MAPK6 69.8514576495 41.9823261915 52.9759343826 73.8741422797 126.669958997 75.7170717996
CBFB 56.3784558275 47.186123331 28.3313145252 60.370296631 59.0294379372 33.242161168
SURB7 62.0299753624 89.445046338 70.5967904652 114.839394981 74.356556769 67.9813803519
SCGB3A1 108.101354423 85.1066410535 103.44142243 73.9880319331 96.1740082776 112.933107032
LUM 49.7531636084 109.389794769 106.447768101 163.123406893 134.049954534 113.013419415
RGS4 70.8078324104 60.9193837518 44.6180375019 56.0926371551 93.1235489698 105.757038358
HNRPF 83.1531375099 102.543416445 85.8999154825 116.679818404 83.9567528218 61.7887213129
IPT 66.3081410644 82.7870633536 65.5978216851 113.631890472 87.6792376757 61.5808609639
TPD52 62.3919522797 62.5488745873 27.7091137611 55.6060217315 55.5001346219 35.3552012353
AD24 77.2817909449 47.2092939944 57.9739674911 101.764638766 105.748331893 69.0439207838
CML66 68.5102772218 45.9295388647 40.2710794285 68.524246727 67.6807097586 46.3829320988
FBXW1B 89.0425552291 28.8959020566 38.3257540778 71.7843162353 83.6506958782 56.2857011916
SGNE1 104.431195676 113.750151517 104.182288556 134.936422872 141.879061766 164.642674949
I_965736 81.7702172228 125.982032859 138.181872784 147.719612278 103.021953373 119.308795988
KIAA0798 49.8746271062 98.7917920494 91.7714425151 133.242452311 71.9421726719 67.0038778924
I_935426 89.5275062312 140.000412601 148.528482567 93.8179747628 80.9339880151 78.701691316
NFYB 65.2079426199 97.4557626487 75.039730831 116.025450728 103.452613849 65.8704137854
FLJ20605 73.8515396711 116.913762932 117.732217348 126.891811225 110.672783336 116.956377794
PDE4D 76.1872751999 75.8076394924 91.1603788898 73.7438507482 113.740199272 99.1905338413
I_932289 91.9719977463 111.689773862 103.393516043 57.6559909053 50.2512943791 50.0699281056
RBX1 51.4697378992 88.9621989583 58.3338038068 64.5096898598 48.9557746438 46.1918526605
I_955163 84.8979572336 37.3581912573 24.4350786948 40.3440292361 48.0938458895 39.4749542727
I_1984126 61.2709202523 154.751345914 100.996135921 105.68197132 65.6499403323 60.9504494727
DPYSL2 89.2963244795 85.843885469 71.4009596626 42.7540688475 66.1398094401 70.7784991492
AARS 180.034647177 107.068315904 124.737426707 163.420890208 142.487499059 97.2323987762
GOLGA4 114.814561005 59.3243174975 51.0538183005 56.3510074729 62.0387919977 59.4956988135
NDUFS3 130.789047307 172.156584506 140.250387608 168.825123865 162.101541254 213.288171921
I_929315 126.043362218 90.2131971079 108.967944687 99.1808291211 119.196104895 122.966896602
FLJ20262 102.930402195 118.332860976 158.049115125 218.672023588 131.117731559 152.314251082
LOC51184 87.140500642 149.619852008 76.5422049813 91.8469940508 73.4971040105 60.325161045
SERF1A 68.8391251524 133.110171152 87.6156976328 108.77489106 76.0281431818 61.0279205782
P12 82.5269311291 126.223811911 101.66801794 75.6121787402 61.6325446229 58.3028727493
G8 67.3490466464 115.18326288 109.201346544 128.943469775 135.771678049 69.6554119021
I_1000032 79.1203235558 127.086689876 105.58331177 129.056811808 79.5376957937 81.0042113654
I_928904 66.778291587 36.2349457381 44.5350568255 54.0519446701 55.5841171144 37.3271246079
ADSS 79.1227702611 51.8433058345 43.4725094897 84.2215830423 90.3245332065 72.8681681998
PPIL3 68.4563453516 102.827785179 83.5989591943 123.046837269 97.9128977486 82.8062483464
ITGB3BP 62.0741295885 124.365202284 67.0041715556 70.5932107916 48.0771691237 48.0033498495
MGC2734 122.396124767 176.575524758 166.450203927 124.772510411 126.491070936 110.282332794
AD24 69.9246158987 47.9483518563 53.3212506371 101.943391189 96.86548219 65.2403698104
I_935020 104.187021474 70.1942796631 89.0004767305 118.341747993 120.393057911 111.389652941
IQGAP1 92.3038215193 69.9303813625 43.2898744638 56.2614133366 96.280302454 75.6858842265
FLJ20203 70.9931613464 67.6562844759 87.6970744694 121.598218548 78.1985002601 62.9319756558
MAP3K12 86.0573864124 110.931144534 155.009526535 182.904117233 127.12870666 152.032952119
METTL1 139.937546939 64.737102678 82.19674168 105.243309969 124.471951058 95.0277091068
FLJ11184 73.1166230491 70.24818339 61.7678311315 95.3818803309 86.1831458108 60.6730232624
I_1110051 86.3059158128 90.3759049368 97.5886568509 137.363465956 111.997551942 95.1680182318
FLJ12748 85.5589596297 153.140827704 110.396416303 121.78813213 120.897844177 86.6130694816
CDC25B 129.49325722 77.519062591 78.077148203 70.5610018966 78.506564375 81.5560086659
DLG2 69.4598859021 43.681979492 35.3329310905 36.448973472 70.013746027 38.0684871992
TM4SF1 104.415956455 102.411354006 42.2347132183 59.5322708943 63.642601826 75.905554135
ATF6 99.3659807627 85.7478033181 65.0101286838 62.2233296281 68.7338709321 57.2770330875
CHD4 144.908552275 88.3447962065 90.7546818593 145.843636152 107.944908086 141.741645725
NAG14 143.9503653 271.749977161 186.531257412 300.036144593 110.898854374 160.106739207
MAPK11 130.709421686 82.4441194319 127.786118697 104.370455348 133.453028456 148.969218655
SGSH 147.763385161 125.905198088 189.022454322 206.57834419 122.896086304 129.730038333
EDG2 134.755281591 61.6998000429 62.1336531421 66.0511754003 59.6068072221 75.5309285459
GMDS 99.1247181642 105.104203858 94.2750053271 48.3310272865 87.9179131806 61.2314495097
MGC2963 103.255183213 182.536018555 133.766438168 108.814866962 99.9720711092 88.985219836
HSPC163 47.5416862808 76.9946605544 56.343359782 101.020880535 88.9125627055 68.6720068392
AKR1C2 156.912869014 187.161787964 267.709635332 130.717199639 84.1834200408 94.9998784062
SPRR2A 139.026069158 114.174022884 148.270035491 120.096919149 325.169872581 256.39334597
HSPC065 111.303664735 105.283309142 112.233792363 161.128656712 104.278506389 117.067844228
I_1000099 82.1744013923 81.3126717933 53.3667498915 107.559165635 78.4330713534 73.9987564218
ZNF224 81.4327848629 158.883381605 144.547501291 164.15092789 83.4275918783 92.5166136088
ZNF198 56.6526526452 35.9284555272 48.937800319 95.1707451504 97.7581853982 61.2328426975
KBRAS1 92.5324807221 92.2163974973 100.363206695 139.587827068 170.54769244 153.790763365
FLJ21908 72.6074389838 77.9595437763 74.4586610331 123.184417628 116.475056478 87.9477535188
I_957856 45.6380289224 48.9467651973 47.2504290609 83.7123733865 61.0031883225 55.7689183892
MBLL 89.3018483282 23.9838938281 32.5639658019 70.4058071017 59.916667998 48.3071050637
FLJ20641 55.9567976491 60.5774053463 31.3049003079 32.6288879773 38.7644695381 14.3596326148
